Drug_Name_CDSCO,Drug_Name_FDA,Indication_CDSCO,Indication_FDA,CDSCO_Approval_Date,FDA_Marketing_Approval_Date,Match_Score,FDA_Generic_Name,FDA_Trade_Name,FDA_Sponsor_Company,FDA_Sponsor_State,FDA_Sponsor_Country
tinidazole + norfloxacin,,,"Treatment of both the first-stage (hemolymphatic) and second-stage (meningoencephalitic) human African trypanosomiasis (HAT) due to Trypanosoma brucei gambiense in patients 6 years of age and older and weighing at least 20 kg. Limitations of use: Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/?L) due to T. brucei gambiense disease, Fexinidazole Tablets should only be used in these patients if there are no other available treatment options.",09/05/1995,07/16/2021,87.5,fexinidazole,,"Sanofi US Services Inc., A SANOFI COMPANY",New Jersey,United States
clonazepam + paroxetine,Panretin,For the treatment of patients with co-morbid depression and axiety.,Topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,08/07/2010,02/02/1999,87.5,Alitretinoin,Panretin,Advanz Pharma (US) Corp.,Illinois,United States
sulphadiazine + trimethoprim,,,"Toxoplasmosis, as adjunctive with pyrimethamine",01/01/1987,07/29/1994,87.5,Sulfadiazine,,"Eon Labs Manufacturing, Inc.",New York,United States
calcium pidolate + vitamin D3,Phos-Lo,For osteoporosis and calcium deficiency state.,,10/23/2007,12/10/1990,87.5,Calcium acetate,Phos-Lo,Fresenius Medical Care North America,Massachusetts,United States
mometasone furoate + terbinafine hydrochloride,Xenazine,Topical fungal infection associated with inflammation & pruritis.,Treatment of chorea associated with Huntington's disease,01/16/2002,08/15/2008,87.5,Tetrabenazine,Xenazine,"Prestwick Pharmaceuticals, Inc",District of Columbia,United States
halcinonide + neomycin sulphate,Blenoxane,,Treatment of malignant pleural effusion.,01/07/1979,02/20/1996,87.5,Bleomycin sulfate,Blenoxane,Bristol-Myers Squibb Pharmaceutical Research Institute,New Jersey,United States
hyaluronic acid + lidocaine,Lidoderm Patch,For filling any medium sized depression of the skin via mid dermis injection as well as for lip definition. The presence of lidocaine is meant to reduce the patients pain during the treatment.,,05/28/2010,03/19/1999,87.5,Lidocaine patch 5%,Lidoderm Patch,"Teikoku Pharma USA, Inc.",California,United States
trithioparamethoxy phenyl propene + chlopheniramine maleate,,,"Treatment of primary hyperkalemic periodic paralysis, primary hypokalemic period paralysis, and related variants",01/05/1969,08/07/2015,87.5,dichlorphenamide,,"Xeris Pharmaceuticals, Inc.",Illinois,United States
ferrous ascorbate + folic acid,Cholbam,For the treatment of Iron deficiency anaemia.,Treatment of bile acid synthesis disorders due to single enzyme defects,10/19/2011,03/17/2015,87.5,cholic acid,Cholbam,"Mirum Pharmaceuticals, Inc.",California,United States
amlodipine + clopidogrel,NYMALIZE,For the treatment of high risk hypertensives who need anti-platelet therapy especially for prophylaxis of artherothrombotic events in patients with a history of recent stroke or established peripheral arterial disease.,"Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V).",09/22/2011,05/10/2013,87.5,nimodipine,NYMALIZE,"Arbor Pharmaceuticals, Inc.",Georgia,United States
lovastatin + niacin,Crestor,By RMP- for the treatment of primary hyperlipidemia & mixed dyslipidimia in patients treated with i)-lovastatin who require further TG lowering or HDL raising or ii)-with niacin who are require further LDL lowering. It is not indicated for initial therapyÞ¡,"An adjunct to diet to reduce LDL-C, Total-C, nonHDL-C and ApoB in children and adolescents 7 to 17 years of age with homozygous familial hypercholesterolemia, either alone or with other lipid-lowering treatments (e.g., LDL apheresis).",12/24/2004,05/27/2016,87.5,rosuvastatin,Crestor,"iPR Pharmaceuticals, Inc.",Maryland,United States
clindamycin phosphate + hydrous benzoyl peroxide,Idamycin,For topical treatment of inflammatory acne vulgaris (Additional lower strength).,,08/30/2011,09/27/1990,87.5,Idarubicin HCl for injection,Idamycin,"Adria Laboratories, Inc.",Ohio,United States
halobetasol + salicylic acid,Paser Granules,For the treatment of plaque psoriasis.,Treatment of tuberculosis,05/14/2008,06/30/1994,87.5,Aminosalicylic acid,Paser Granules,Jacobus Pharmaceutical Company,New Jersey,United States
aceclofenac + menthol,Ethyol,For the treatment of acute painful inflammatory conditions in adults only.,To reduce the cumulative renal toxicity associated with repeated administration of cisplatin in patients with advanced ovarian cancer.,05/28/2010,12/08/1995,87.5,Amifostine,Ethyol,"Medimmune Oncology, Inc.",Pennsylvania,United States
sodium chondroitin sulfate + sodium hyaluronate,Buphenyl,For use as a surgical aid in anterior segments procedure including catract extraction & intra-ocular lens implantation.,"Adjunctive therapy in the chronic managment of patients with urea cycle disorders involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase, or argininosuccinic acid synthetase.",05/14/2008,04/30/1996,87.5,sodium phenylbutyrate,Buphenyl,Medicis Pharmaceutical Corp.,Alaska,United States
artemether + lumifantrine,artemether/lumefantrine,For hospital use only- for treatment of p.falciparum malaria cases resistant to both chloroquine and sulphadoxine pyrimethamine combination.,"Treatment of malaria in patients of 5 kg bodyweight or above with acute, uncomplicated malaria due to Plasmodium falciparum or mixed infections including P. falciparum",12/26/2002,04/07/2009,87.5,artemether/lumefantrine,Coartem,Novartis Pharmaceuticals,New Jersey,United States
psoralen + copper sulphate,Praluent,,as an adjunct to other LDL-C-lowering therapies in adult patients with homozygous familial hypercholesterolemia (HoFH) to reduce LDL-C,01/10/1971,04/01/2021,87.5,alirocumab,Praluent,"Regeneron Pharmaceuticals, Inc.",New York,United States
ciprofloxacin + ornidazole,Metrogel,For treatment of diarrhoea of mixed infection in a adult patients only.,,03/02/2003,11/22/1988,87.5,Metronidazole (topical),Metrogel,"Galderma Laboratories, Inc.",Texas,United States
amitriptyline hydrochloride + ketamine hydrochloride,Cystadane,For the treatment of patients suffering from neuralgia.,Treatment of homocystinuria to decrease elevated homocysteine blood levels.,10/13/2010,10/25/1996,87.5,Betaine,Cystadane,Orphan Europe SARL,Île-de-France,France
imidacloprid + moxidectin,,"For the treatment and prevention of flea infestations, prevention of heartworm disease and treatment of infections with gastrointestinal nematodes in dogs and cats.",Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,03/10/2009,06/13/2018,87.5,moxidectin,,Medicines Development for Global Health Limited,,Australia
fenbendazole,mebendazole,,treatment of patients one year of age and older withgastrointestinal infections caused by Ascaris lumbricoides (roundworm) and Trichuris trichiura (whipworm),01/01/1983,10/19/2016,86.95652173913044,mebendazole,VERMOX 500 mg chewable tablets,"Janssen Pharmaceutical Research & Development, LLC",New Jersey,United States
aclarubicin hydrochloride,Valrubicin,"Anti cancer- Indicated in the treatment of acute leukaemia, malignant lymphoma, stomach, lung cancer etc.",For intravesical therapy of BCG-refractory carcinoma in situ of the urinary bladder in patients for whom immediate cystectomy would be associated with unacceptable morbidity or mortality.,01/03/1988,09/25/1998,85.71428571428572,Valrubicin,Valstar,"Anthra Pharmaceuticals, Inc.",New Jersey,United States
enrofloxacin,Ofloxacin,,Treatment of bacterial corneal ulcers.,10/01/1994,05/22/1996,85.71428571428572,Ofloxacin,Ocuflox Ophthalmic Solution,"Allergan, Inc.",California,United States
pyrazinamide,Rifater,Anti-tuberculosis.,Short-course treatment of tuberculosis.,01/09/2064,05/31/1994,85.0,"Rifampin, isoniazid, pyrazinamide",Rifater,Hoechst Marion Roussel,Missouri,United States
colfosceril palmitate,Exosurf Neonatal for Intratracheal Suspension,"New born babies with birth weight of 700gm or greater, undergoing mechanical ventilation of respiratory distress syndrome, whose heart rate and arterial oxygenation are continuously monitored.","Prevention of hyaline membrane disease (HMD), also known as respiratory distress syndrome (RDS), in infants born at 32 weeks gestation or less and in the treatment of established HMO at all gestational ages",01/12/1993,08/02/1990,85.0,"Colfosceril palmitate, cetyl alcohol, tyloxapol",Exosurf Neonatal for Intratracheal Suspension,Glaxo Wellcome Inc.,North Carolina,United States
carmustine,Gliadel,1) In newly diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. 2) In recurrent glioblastoma multiforme patients as an adjunct to surgery.,As an adjunct to surgery to prolong survival in patients with recurrent glioblastoma multiforme for whom surgical resection is indicated,01/31/2008,09/23/1996,85.0,polifeprosan 20 with carmustine,Gliadel,"Guilford Pharmaceuticals, Inc.",Maryland,United States
buprenorphine,Suboxone,For the treatment of severe opioid responsive painconditions which are not adequately responding to non-opioid analgesics.For Hospital supply only.,Treatment of opioid dependence in patients 16 years of age or older,03/09/2009,10/08/2002,85.0,buprenorphine in combination with naloxone,Suboxone,"Indivior, Inc.",Virginia,United States
sodium chloride + sodium acetate + calcium chloride + magnesium chloride + potassium chloride,"sodium sulfate, potassium sulfate, and magnesium sulfate",,for cleansing of the colon as a preparation for colonoscopy in adult and pediatric patients 12 years of age and older,01/11/1978,08/05/2020,85.0,"sodium sulfate, potassium sulfate, and magnesium sulfate",SUPREP Bowel Prep Kit,"Braintree Laboratories, Inc.",Massachusetts,United States
clostridium botulinum toxin type-a,botulinum toxin type A,For the treatment of benign essential blepharospasm in patients 18 years of age and above.,BOTOX is indicated for the treatment of upper limb spasticity in pediatric patients 2 to 17 years of age.,09/27/2007,06/20/2019,81.08108108108108,botulinum toxin type A,Botox,"Allergan, Inc.",California,United States
